"locationid","locationname","time","s0001","s0002","s0005","s0010","s0025","s0050","s0100","s0250","s0500","s1000","surgedist_location","surgedist_scale","surgedist_number_events","surgedist_shape","surgedist_type"
"CLS_AGO_00019","719",1995,1.07708802902771,1.19430240300756,1.19430240300756,1.23029724287216,1.23750767235876,1.24069016182886,1.24273423712575,1.24273423712575,1.24273423712575,1.24560142766122,0.879761600327711,0.0406984754584323,1,-0.620984229072289,"GEV"
"CLS_AGO_00020","2743",1995,1.16801101660902,1.28220824167765,1.28220824167765,1.33029682360917,1.34273686073509,1.34905788808641,1.35362181528509,1.35362181528509,1.35362181528509,1.36156420415433,0.945661616299852,0.0448605614825072,1,-0.454082757450506,"GEV"
"CLS_AGO_00021","2766",1995,1.0549914284739,1.14887535276874,1.14887535276874,1.18972272180502,1.20056925911662,1.20616120061217,1.21024789170007,1.21024789170007,1.21024789170007,1.21752457398398,0.835929787193441,0.0373379111500159,1,-0.436813117107238,"GEV"
"CLS_AGO_00022","716",1995,1.59109844748278,1.7406539983355,1.7406539983355,1.80522034809944,1.82225921910763,1.83101339333897,1.83739273118947,1.83739273118947,1.83739273118947,1.84868990652734,1.40068319434485,0.0593053953106167,1,-0.44091455914806,"GEV"
"CLS_AGO_00023","716",1995,1.59109844748278,1.7406539983355,1.7406539983355,1.80522034809944,1.82225921910763,1.83101339333897,1.83739273118947,1.83739273118947,1.83739273118947,1.84868990652734,1.40068319434485,0.0593053953106167,1,-0.44091455914806,"GEV"
"CLS_AGO_00024","2768",1995,1.05290465742626,1.14373483060247,1.14373483060247,1.18120023611432,1.19073277195803,1.19553207545409,1.19897080978368,1.19897080978368,1.19897080978368,1.20486921473071,0.830404940943455,0.0354022946224665,1,-0.465021592148462,"GEV"
"CLS_AGO_00025","2767",1995,1.05063283946619,1.14640944589002,1.14640944589002,1.18376770388089,1.19285548105585,1.1973184586574,1.20045065281532,1.20045065281532,1.20045065281532,1.2056187372603,0.832060369948008,0.0365410450844131,1,-0.494568230435403,"GEV"
"CLS_AGO_00026","2769",1995,1.05558374258928,1.14313386832814,1.14313386832814,1.18170464086322,1.19204940224333,1.19741235313878,1.20134989486019,1.20134989486019,1.20134989486019,1.20842295177233,0.830671999664431,0.0349826596489886,1,-0.430204413972085,"GEV"
"CLS_AGO_00027","2770",1995,1.04840064968688,1.13518142821186,1.13518142821186,1.17382420407485,1.1842770647182,1.1897218516364,1.19373535154802,1.19373535154802,1.19373535154802,1.20099939824093,0.831564729690178,0.0348143057673807,1,-0.424551881490296,"GEV"
"CLS_AIA_00000","8911",1995,0.774384163149988,0.80815582578183,0.80815582578183,0.836811636310186,0.849615252438168,0.858479390849695,0.866777644660687,0.866777644660687,0.866777644660687,0.890996377398593,0.188437212952471,0.016951047845898,1,-0.0835540171921768,"GEV"
"CLS_AIA_00001","8912",1995,0.774711838362131,0.808246630515848,0.808246630515848,0.836325840876196,0.848745877996291,0.857294509310758,0.865258063684351,0.865258063684351,0.865258063684351,0.888261401847094,0.188604572382311,0.0167604242518972,1,-0.0905841257511547,"GEV"
"CLS_AIA_00002","8911",1995,0.774384163149988,0.80815582578183,0.80815582578183,0.836811636310186,0.849615252438168,0.858479390849695,0.866777644660687,0.866777644660687,0.866777644660687,0.890996377398593,0.188437212952471,0.016951047845898,1,-0.0835540171921768,"GEV"
"CLS_AIA_00003","8914",1995,0.773835654578876,0.808698694519366,0.808698694519366,0.836448294519391,0.848258266093365,0.856208349408329,0.863476528752827,0.863476528752827,0.863476528752827,0.883665276549021,0.188949658960094,0.0171406079138011,1,-0.117380546116796,"GEV"
"CLS_AIA_00004","8912",1995,0.774711838362131,0.808246630515848,0.808246630515848,0.836325840876196,0.848745877996291,0.857294509310758,0.865258063684351,0.865258063684351,0.865258063684351,0.888261401847094,0.188604572382311,0.0167604242518972,1,-0.0905841257511547,"GEV"
"CLS_AIA_00005","8914",1995,0.773835654578876,0.808698694519366,0.808698694519366,0.836448294519391,0.848258266093365,0.856208349408329,0.863476528752827,0.863476528752827,0.863476528752827,0.883665276549021,0.188949658960094,0.0171406079138011,1,-0.117380546116796,"GEV"
"CLS_AIA_00006","8914",1995,0.773835654578876,0.808698694519366,0.808698694519366,0.836448294519391,0.848258266093365,0.856208349408329,0.863476528752827,0.863476528752827,0.863476528752827,0.883665276549021,0.188949658960094,0.0171406079138011,1,-0.117380546116796,"GEV"
"CLS_AIA_00007","8914",1995,0.773835654578876,0.808698694519366,0.808698694519366,0.836448294519391,0.848258266093365,0.856208349408329,0.863476528752827,0.863476528752827,0.863476528752827,0.883665276549021,0.188949658960094,0.0171406079138011,1,-0.117380546116796,"GEV"
"CLS_AIA_00008","8914",1995,0.773835654578876,0.808698694519366,0.808698694519366,0.836448294519391,0.848258266093365,0.856208349408329,0.863476528752827,0.863476528752827,0.863476528752827,0.883665276549021,0.188949658960094,0.0171406079138011,1,-0.117380546116796,"GEV"
"CLS_AIA_00009","2013",1995,0.786674900476183,0.824450835547794,0.824450835547794,0.851736166467661,0.862516302814643,0.869469989042899,0.8756023971041,0.8756023971041,0.8756023971041,0.89141749232176,0.20445824456919,0.0179866021466793,1,-0.168754664978352,"GEV"
"CLS_AIA_00010","8920",1995,0.782267302188792,0.821872744509039,0.821872744509039,0.846946870087944,0.855894141006928,0.861340061290088,0.865913731471207,0.865913731471207,0.865913731471207,0.876596475311121,0.201744379177293,0.0180319745073179,1,-0.238471042198322,"GEV"
"CLS_AIA_00011","8921",1995,0.785223759591069,0.822432777401591,0.822432777401591,0.849169750005738,0.859691243085344,0.866462644847607,0.872422838171922,0.872422838171922,0.872422838171922,0.887733503889372,0.202350146400388,0.0176859991877434,1,-0.171495094799705,"GEV"
